RANGO DE EDAD,ESTRATO SOCIOECONOMICO DE RESIDENCIA,PERTENECE A MINORIA,TIENE DISCAPACIDAD,PAÍS DE DESTINO,NIVEL ACADÉMICO,MODALIDAD,AÑO SELECCIÓN,GÉNERO
21 - 25 AÑOS,2,Si,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,1,Si,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,1,No,No,España,Maestría,Virtual,2018,Masculino
36 - MÁS AÑOS,1,Si,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,2,Si,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,1,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,1,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,1,Si,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,1,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,3,No,No,Australia,Doctorado,Presencial,2018,Masculino
26 - 30 AÑOS,5,No,No,Francia,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,Francia,Maestría,Presencial,2018,Femenino
21 - 25 AÑOS,3,No,No,Francia,Maestría,Presencial,2018,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,Ecuador,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,Ecuador,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,6,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,Ecuador,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,Rusia,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,6,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,4,No,No,Corea,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,Taiwán,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,Taiwán,Maestría,Presencial,2018,Masculino
16 - 20 AÑOS,3,No,No,Japón,otro,Presencial,2018,Masculino
16 - 20 AÑOS,1,No,No,Japón,otro,Presencial,2018,Femenino
0 - 15 AÑOS,4,No,No,Japón,otro,Presencial,2018,Femenino
0 - 15 AÑOS,2,No,No,Japón,otro,Presencial,2018,Masculino
16 - 20 AÑOS,2,No,No,Japón,otro,Presencial,2018,Masculino
0 - 15 AÑOS,2,No,No,Japón,otro,Presencial,2018,Masculino
16 - 20 AÑOS,5,No,No,Japón,otro,Presencial,2018,Femenino
0 - 15 AÑOS,3,No,No,Japón,otro,Presencial,2018,Masculino
0 - 15 AÑOS,3,No,No,Japón,otro,Presencial,2018,Femenino
16 - 20 AÑOS,3,No,No,Japón,otro,Presencial,2018,Masculino
26 - 30 AÑOS,2,Si,No,Virtual,cursos cortos,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,Egipto,cursos cortos,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
36 - MÁS AÑOS,2,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
31 - 35 AÑOS,1,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
36 - MÁS AÑOS,3,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
21 - 25 AÑOS,2,No,No,Virtual,cursos cortos,Virtual,2018,Masculino
NA,NA,NA,NA,India,cursos cortos,Presencial,2018,Femenino
NA,NA,NA,NA,Virtual,cursos cortos,Virtual,2018,Masculino
36 - MÁS AÑOS,4,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
26 - 30 AÑOS,2,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
NA,3,No,No,Francia,otro,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,1,Si,No,Japón,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,2,Si,No,Argentina,cursos cortos,Virtual,2018,Masculino
21 - 25 AÑOS,5,No,No,Argentina,cursos cortos,Virtual,2018,Femenino
31 - 35 AÑOS,2,No,No,Argentina,cursos cortos,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,Panamá,cursos cortos,Virtual,2018,Masculino
36 - MÁS AÑOS,5,No,No,Panamá,cursos cortos,Virtual,2018,Masculino
21 - 25 AÑOS,2,No,No,Panamá,cursos cortos,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,Panamá,cursos cortos,Virtual,2018,Femenino
16 - 20 AÑOS,3,No,No,China,Pregrado,Presencial,2018,Femenino
16 - 20 AÑOS,4,No,No,China,Pregrado,Presencial,2018,Masculino
16 - 20 AÑOS,5,No,No,China,Pregrado,Presencial,2018,Masculino
21 - 25 AÑOS,4,No,No,China,Pregrado,Presencial,2018,Femenino
16 - 20 AÑOS,5,No,No,China,Pregrado,Presencial,2018,Masculino
26 - 30 AÑOS,5,No,No,China,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,6,No,No,China,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,4,No,No,China,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,3,No,No,China,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,5,No,No,China,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,2,No,No,China,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,China,Doctorado,Presencial,2018,Femenino
31 - 35 AÑOS,5,No,No,China,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,5,No,No,Australia,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,3,Si,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Semipresencial,2018,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,Canadá,Doctorado,Presencial,2018,Masculino
31 - 35 AÑOS,4,No,No,Canadá,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,Canadá,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,5,No,No,Canadá,Doctorado,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
21 - 25 AÑOS,2,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
21 - 25 AÑOS,6,No,No,España,Maestría,Semipresencial,2018,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
31 - 35 AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,5,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,5,No,No,India,cursos cortos,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2018,Femenino
21 - 25 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
NA,4,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,2,No,No,Israel,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,4,No,No,Ecuador,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,5,No,No,Rusia,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Femenino
21 - 25 AÑOS,4,No,No,España,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Masculino
31 - 35 AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,4,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,4,No,No,India,otro,Presencial,2018,Masculino
31 - 35 AÑOS,1,No,No,India,otro,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,India,otro,Presencial,2018,Masculino
36 - MÁS AÑOS,2,No,No,India,otro,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,2,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,2,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,4,No,No,India,otro,Presencial,2018,Femenino
26 - 30 AÑOS,4,No,No,India,otro,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,India,otro,Presencial,2018,Masculino
31 - 35 AÑOS,3,No,No,India,otro,Presencial,2018,Femenino
26 - 30 AÑOS,1,No,No,India,otro,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,India,otro,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,India,otro,Presencial,2018,Femenino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2018,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2018,Femenino
21 - 25 AÑOS,3,No,No,Rusia,Maestría,Presencial,2018,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2018,Femenino
16 - 20 AÑOS,3,No,No,Rusia,Pregrado,Presencial,2018,Femenino
16 - 20 AÑOS,4,Si,No,Rusia,Pregrado,Presencial,2018,Masculino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,4,No,No,España,Maestría,Semipresencial,2018,Masculino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,5,No,No,Hungría,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,3,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,Hungría,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,5,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2018,Masculino
16 - 20 AÑOS,2,No,No,Rusia,Pregrado,Presencial,2018,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Semipresencial,2018,Masculino
NA,NA,NA,NA,España,Maestría,Virtual,2018,Masculino
NA,NA,NA,NA,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2018,Femenino
36 - MÁS AÑOS,2,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
31 - 35 AÑOS,4,No,No,Virtual,cursos cortos,Virtual,2018,Femenino
NA,NA,NA,NA,Virtual,cursos cortos,Virtual,2018,
31 - 35 AÑOS,2,No,No,Turquía,cursos cortos,Presencial,2018,Masculino
NA,NA,No,No,India,cursos cortos,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,Rusia,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Semipresencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,Ecuador,Maestría,Presencial,2018,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,4,No,No,Ecuador,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,3,No,No,Hungría,Doctorado,Presencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
31 - 35 AÑOS,3,No,No,Rusia,Maestría,Presencial,2018,Masculino
31 - 35 AÑOS,4,No,No,Rusia,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,3,No,No,Ecuador,Maestría,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,2,No,No,Hungría,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,Reino Unido,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,4,No,No,Rusia,Maestría,Presencial,2018,Masculino
NA,NA,NA,NA,Ecuador,Maestría,Presencial,2018,Masculino
NA,NA,NA,NA,Ecuador,Maestría,Presencial,2018,Masculino
NA,NA,NA,NA,Ecuador,Maestría,Presencial,2018,Masculino
36 - MÁS AÑOS,2,No,No,Hungría,Maestría,Presencial,2018,Masculino
21 - 25 AÑOS,4,No,No,Rusia,Maestría,Presencial,2018,Femenino
21 - 25 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
21 - 25 AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Semipresencial,2018,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2018,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Semipresencial,2018,Femenino
26 - 30 AÑOS,3,No,No,Ecuador,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,4,No,No,Reino Unido,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2018,Femenino
21 - 25 AÑOS,2,No,No,Ecuador,Maestría,Presencial,2018,Femenino
31 - 35 AÑOS,2,No,No,Reino Unido,Maestría,Presencial,2018,Femenino
26 - 30 AÑOS,2,No,No,Hungría,Doctorado,Presencial,2018,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2018,Masculino
